V_in,V_c,V_th,x_1,x_2,t
284.819,407.000,386.762,1023.000,0.000,2.935
294.070,400.000,381.790,1023.000,0.000,2.940
304.481,394.000,377.512,1023.000,0.000,2.945
318.427,392.000,373.259,1023.000,0.000,2.951
331.187,387.000,370.585,1023.000,0.000,2.956
347.764,388.000,368.291,1023.000,0.000,2.962
362.544,386.000,367.289,1023.000,0.000,2.967
378.120,385.000,367.058,1023.000,0.000,2.972
394.406,384.000,367.597,1023.000,0.000,2.977
411.317,384.000,368.905,1023.000,0.000,2.982
432.310,388.000,371.375,1023.000,0.000,2.988
453.910,391.000,374.923,1023.000,0.000,2.994
472.256,394.000,378.776,1023.000,0.000,2.999
490.810,396.000,383.335,1023.000,0.000,3.004
