V_in,V_c,V_th,x_1,x_2,t
819.847,878.000,901.519,128.000,810.000,0.796
805.563,872.000,897.535,128.000,810.000,0.801
791.124,870.000,893.050,128.000,810.000,0.806
773.663,867.000,887.114,128.000,810.000,0.812
756.137,863.000,880.507,128.000,810.000,0.818
741.542,856.000,874.442,128.000,810.000,0.823
724.116,852.000,866.702,128.000,810.000,0.829
709.725,847.000,859.748,128.000,810.000,0.834
695.504,838.000,852.431,128.000,810.000,0.839
678.730,834.000,843.293,128.000,810.000,0.845
665.084,827.000,835.267,129.000,810.000,0.850
651.692,817.000,826.967,128.000,810.000,0.855
633.614,811.000,815.117,128.000,810.000,0.862
621.205,804.000,806.265,128.000,810.000,0.867
609.263,794.000,797.240,128.000,810.000,0.872
595.605,787.000,786.293,128.000,810.000,0.878
584.829,780.000,776.993,128.000,810.000,0.883
574.641,768.000,767.621,128.000,810.000,0.888
563.240,761.000,756.383,128.000,810.000,0.894
554.462,753.000,746.963,128.000,810.000,0.899
544.839,742.000,735.753,128.000,810.000,0.905
534.476,734.000,724.635,129.000,811.000,0.911
529.550,727.000,715.361,129.000,810.000,0.916
524.354,715.000,706.298,128.000,810.000,0.921
518.715,708.000,695.703,128.000,810.000,0.927
514.899,702.000,687.071,128.000,810.000,0.932
511.898,691.000,678.674,128.000,810.000,0.937
509.387,684.000,668.962,128.000,810.000,0.943
508.073,678.000,659.669,128.000,810.000,0.949
507.768,668.000,652.275,128.000,809.000,0.954
508.784,661.000,643.860,128.000,810.000,0.960
510.437,657.000,637.272,128.000,810.000,0.965
512.913,648.000,631.086,128.000,810.000,0.970
516.955,643.000,624.205,128.000,810.000,0.976
521.201,640.000,618.974,128.000,810.000,0.981
526.229,632.000,614.206,128.000,810.000,0.986
533.640,628.000,608.258,129.000,810.000,0.993
541.367,626.000,604.619,128.000,810.000,0.998
548.897,620.000,601.534,128.000,810.000,1.003
556.531,617.000,598.468,128.000,809.000,1.009
567.817,618.000,596.423,128.000,810.000,1.014
577.418,613.000,595.028,128.000,810.000,1.019
586.867,612.000,594.002,128.000,809.000,1.025
602.751,613.000,593.587,128.000,810.000,1.031
614.167,607.000,594.034,128.000,810.000,1.036
628.453,612.000,595.206,128.000,810.000,1.042
640.799,615.000,596.828,128.000,810.000,1.047
653.497,613.000,598.972,128.000,810.000,1.052
669.136,616.000,602.148,128.000,810.000,1.058
682.451,621.000,605.415,128.000,810.000,1.063
695.970,621.000,609.172,128.000,810.000,1.068
715.149,625.000,615.040,128.000,810.000,1.075
728.964,631.000,619.922,128.000,810.000,1.080
738.855,634.000,625.240,128.000,809.000,1.085
759.425,639.000,631.857,128.000,810.000,1.091
773.192,646.000,638.078,128.000,810.000,1.096
786.840,650.000,644.668,128.000,810.000,1.101
799.060,657.000,652.947,128.000,809.000,1.107
816.210,664.000,660.073,128.000,810.000,1.112
827.887,671.000,669.166,128.000,809.000,1.118
846.727,677.000,678.409,128.000,810.000,1.124
856.844,686.000,686.618,129.000,810.000,1.129
870.499,693.000,694.920,128.000,810.000,1.134
883.882,700.000,705.145,128.000,810.000,1.140
894.466,709.000,713.862,128.000,810.000,1.145
904.491,721.000,722.670,128.000,810.000,1.150
915.731,725.000,733.259,128.000,810.000,1.156
926.052,734.000,743.885,128.000,810.000,1.162
933.910,743.000,752.769,128.000,810.000,1.167
942.403,750.000,763.318,128.000,810.000,1.173
948.666,759.000,772.053,128.000,810.000,1.178
954.163,768.000,780.666,128.000,810.000,1.183
959.716,775.000,790.770,128.000,810.000,1.189
960.913,783.000,799.009,129.000,810.000,1.194
966.356,791.000,806.905,128.000,810.000,1.199
969.004,798.000,817.685,128.000,810.000,1.206
967.180,805.000,825.065,129.000,810.000,1.211
969.861,813.000,831.996,128.000,810.000,1.216
968.705,819.000,840.025,128.000,810.000,1.222
966.782,825.000,846.301,128.000,810.000,1.227
963.988,832.000,852.177,128.000,810.000,1.232
959.492,836.000,858.688,128.000,810.000,1.238
953.762,841.000,864.558,128.000,810.000,1.244
948.058,847.000,868.909,128.000,810.000,1.249
938.735,850.000,873.518,129.000,809.000,1.255
929.500,854.000,876.699,129.000,810.000,1.260
924.315,858.000,879.274,128.000,810.000,1.265
913.350,858.000,881.897,128.000,810.000,1.271
903.400,862.000,883.431,128.000,810.000,1.276
892.743,864.000,884.405,128.000,810.000,1.281
876.691,863.000,884.968,128.000,810.000,1.288
864.462,865.000,884.565,128.000,810.000,1.293
851.638,863.000,883.584,128.000,810.000,1.298
835.514,862.000,881.724,128.000,810.000,1.304
821.512,862.000,879.470,128.000,810.000,1.309
807.041,858.000,876.644,128.000,810.000,1.314
789.116,855.000,872.590,128.000,810.000,1.320
773.764,854.000,868.519,128.000,810.000,1.325
754.912,847.000,863.001,128.000,810.000,1.331
735.668,844.000,856.706,128.000,810.000,1.337
719.392,841.000,850.803,128.000,810.000,1.342
702.950,831.000,844.394,128.000,810.000,1.347
683.070,827.000,836.157,128.000,810.000,1.353
666.435,822.000,828.691,128.000,810.000,1.358
649.794,811.000,820.778,128.000,810.000,1.363
629.883,806.000,810.820,128.000,810.000,1.369
610.117,798.000,800.283,128.000,810.000,1.375
593.819,783.000,791.009,128.000,810.000,1.380
574.539,782.000,779.526,128.000,810.000,1.386
558.760,771.000,769.528,128.000,810.000,1.391
543.294,759.000,759.249,128.000,810.000,1.396
525.209,753.000,746.673,128.000,810.000,1.402
510.587,742.000,735.872,128.000,810.000,1.407
496.416,728.000,724.884,128.000,810.000,1.412
477.416,722.000,709.439,128.000,810.000,1.419
464.496,710.000,698.123,128.000,810.000,1.424
452.160,696.000,686.729,128.000,810.000,1.429
438.179,690.000,673.068,128.000,810.000,1.435
427.249,677.000,661.613,128.000,810.000,1.440
419.848,664.000,650.183,128.000,809.000,1.445
405.664,656.000,636.769,128.000,810.000,1.451
395.394,644.000,623.310,128.000,810.000,1.457
387.684,630.000,612.195,128.000,810.000,1.462
379.478,624.000,599.120,128.000,810.000,1.468
373.529,611.000,588.408,128.000,810.000,1.473
368.403,599.000,577.928,128.000,810.000,1.478
363.354,593.000,565.727,128.000,810.000,1.484
354.871,581.000,555.857,129.000,811.000,1.489
357.636,569.000,546.055,128.000,810.000,1.494
355.649,564.000,533.316,128.000,810.000,1.501
349.375,553.000,524.651,129.000,809.000,1.506
355.675,543.000,516.103,128.000,810.000,1.511
357.289,538.000,506.760,128.000,810.000,1.517
359.532,528.000,499.471,128.000,810.000,1.522
362.577,519.000,492.646,128.000,810.000,1.527
367.264,517.000,485.071,128.000,810.000,1.533
369.277,507.000,479.326,128.000,809.000,1.538
378.668,501.000,472.917,128.000,810.000,1.544
386.345,500.000,467.428,128.000,810.000,1.550
389.808,492.000,463.474,128.000,809.000,1.555
401.263,487.000,459.881,128.000,810.000,1.560
411.395,488.000,456.467,128.000,810.000,1.566
416.006,482.000,454.269,128.000,809.000,1.571
430.054,478.000,452.403,128.000,810.000,1.576
442.205,480.000,451.102,128.000,810.000,1.582
449.854,477.000,450.583,128.000,809.000,1.588
460.767,474.000,450.548,128.000,809.000,1.593
474.332,478.000,451.143,128.000,809.000,1.599
497.380,476.000,452.274,126.000,809.000,1.604
503.579,476.000,454.474,128.000,810.000,1.609
518.237,479.000,457.333,128.000,810.000,1.615
530.603,482.000,460.304,128.000,810.000,1.620
537.126,482.000,463.732,128.000,809.000,1.625
560.533,488.000,468.694,128.000,810.000,1.632
567.025,491.000,473.173,128.000,809.000,1.637
579.417,492.000,477.750,128.000,809.000,1.642
600.026,499.000,483.671,128.000,810.000,1.648
612.043,503.000,489.346,128.000,810.000,1.653
623.824,506.000,495.330,128.000,810.000,1.658
643.139,515.000,502.813,128.000,811.000,1.664
643.187,520.000,509.656,128.000,809.000,1.669
656.167,523.000,517.433,128.000,809.000,1.675
667.518,532.000,525.512,129.000,810.000,1.681
683.263,539.000,532.438,128.000,810.000,1.686
692.350,543.000,539.794,128.000,810.000,1.691
702.506,552.000,548.678,128.000,810.000,1.697
710.305,559.000,556.180,128.000,810.000,1.702
713.541,564.000,563.697,128.000,809.000,1.707
726.348,572.000,573.827,128.000,810.000,1.714
731.843,581.000,581.265,128.000,810.000,1.719
734.595,583.000,590.035,128.000,809.000,1.725
734.983,594.000,597.085,129.000,810.000,1.730
744.351,599.000,603.810,128.000,810.000,1.735
745.149,604.000,611.995,128.000,809.000,1.741
741.844,612.000,618.489,129.000,810.000,1.746
748.637,617.000,624.505,128.000,810.000,1.751
747.814,621.000,632.897,128.000,810.000,1.758
739.793,629.000,638.502,129.000,810.000,1.763
743.906,633.000,643.442,128.000,809.000,1.768
740.274,636.000,649.292,128.000,809.000,1.774
735.326,643.000,653.730,128.000,810.000,1.779
730.150,645.000,657.709,128.000,810.000,1.784
724.645,648.000,661.928,128.000,809.000,1.790
715.849,653.000,664.986,128.000,810.000,1.795
706.405,655.000,667.948,128.000,810.000,1.801
695.840,656.000,670.188,128.000,810.000,1.807
686.206,660.000,671.439,128.000,810.000,1.812
679.550,658.000,672.159,128.000,809.000,1.817
662.492,659.000,672.590,128.000,810.000,1.823
650.630,661.000,672.097,128.000,810.000,1.828
638.136,658.000,671.050,128.000,810.000,1.833
622.357,658.000,669.133,128.000,810.000,1.839
605.781,657.000,666.409,128.000,810.000,1.845
596.996,652.000,663.453,128.000,809.000,1.850
573.544,650.000,659.582,128.000,810.000,1.856
558.199,649.000,655.386,128.000,810.000,1.861
548.727,641.000,650.646,128.000,809.000,1.866
523.192,638.000,644.711,128.000,810.000,1.872
506.817,635.000,638.785,128.000,810.000,1.877
490.218,625.000,632.348,128.000,810.000,1.882
466.697,621.000,622.739,128.000,810.000,1.889
449.760,616.000,615.129,128.000,810.000,1.894
439.701,604.000,607.064,128.000,809.000,1.899
412.367,599.000,597.317,128.000,810.000,1.905
395.422,591.000,588.298,128.000,810.000,1.910
385.491,579.000,578.891,128.000,809.000,1.915
358.568,573.000,567.628,128.000,810.000,1.921
338.860,563.000,555.453,128.000,810.000,1.927
322.727,551.000,544.890,128.000,810.000,1.932
303.785,543.000,531.952,128.000,810.000,1.938
288.402,531.000,520.825,128.000,810.000,1.943
285.767,519.000,509.489,128.000,808.000,1.948
256.072,511.000,496.460,128.000,810.000,1.954
242.160,496.000,484.737,128.000,810.000,1.959
234.182,487.000,472.906,128.000,809.000,1.964
213.526,477.000,459.003,128.000,810.000,1.970
199.161,464.000,444.708,128.000,810.000,1.976
192.318,452.000,432.733,128.000,809.000,1.981
177.376,440.000,421.008,128.000,810.000,1.986
162.211,430.000,406.820,128.000,811.000,1.992
160.061,417.000,394.890,128.000,809.000,1.997
148.636,405.000,383.437,128.000,810.000,2.002
139.933,395.000,369.763,128.000,810.000,2.008
134.386,384.000,356.379,128.000,809.000,2.014
127.068,372.000,345.552,128.000,810.000,2.019
121.777,362.000,332.828,128.000,810.000,2.025
118.313,351.000,322.536,128.000,810.000,2.030
115.715,341.000,312.576,128.000,810.000,2.035
113.741,332.000,301.111,128.000,810.000,2.041
113.050,322.000,291.973,128.000,810.000,2.046
113.222,313.000,283.247,128.000,810.000,2.051
114.897,306.000,271.752,128.000,810.000,2.058
117.105,297.000,264.103,128.000,810.000,2.063
120.141,289.000,256.933,128.000,810.000,2.068
118.894,283.000,248.967,129.000,810.000,2.074
129.649,276.000,242.623,128.000,810.000,2.079
129.310,268.000,237.113,129.000,810.000,2.084
142.861,265.000,230.835,128.000,810.000,2.090
154.921,259.000,226.545,128.000,811.000,2.095
159.500,254.000,222.374,128.000,810.000,2.101
169.905,253.000,218.712,128.000,810.000,2.107
179.236,248.000,216.332,128.000,810.000,2.112
189.128,245.000,214.523,128.000,810.000,2.117
201.686,245.000,213.044,128.000,810.000,2.123
212.673,242.000,212.490,128.000,810.000,2.128
217.132,241.000,212.499,128.000,809.000,2.133
240.723,242.000,212.812,128.000,810.000,2.140
252.998,242.000,214.173,128.000,810.000,2.145
265.551,242.000,216.067,128.000,810.000,2.150
278.332,244.000,218.480,128.000,810.000,2.155
293.908,247.000,221.966,128.000,810.000,2.161
299.142,248.000,225.474,128.000,809.000,2.166
320.222,251.000,229.067,128.000,810.000,2.171
336.084,256.000,234.376,128.000,810.000,2.177
343.972,258.000,240.299,128.000,809.000,2.183
359.851,263.000,245.355,129.000,810.000,2.188
388.203,271.000,252.022,128.000,811.000,2.194
385.501,274.000,258.664,128.000,809.000,2.199
405.640,277.000,264.850,128.000,810.000,2.204
420.196,287.000,273.049,128.000,810.000,2.210
424.778,291.000,280.226,128.000,809.000,2.215
436.349,296.000,287.275,128.000,809.000,2.220
458.470,306.000,297.353,128.000,810.000,2.227
462.370,311.000,305.211,128.000,809.000,2.232
472.380,316.000,312.876,128.000,809.000,2.237
489.342,327.000,322.165,128.000,810.000,2.243
492.429,333.000,330.319,128.000,809.000,2.248
500.567,338.000,338.224,128.000,809.000,2.253
509.567,349.000,347.678,129.000,810.000,2.259
516.129,355.000,355.574,128.000,809.000,2.264
523.177,360.000,364.924,128.000,809.000,2.270
532.264,370.000,374.140,128.000,810.000,2.276
533.292,377.000,381.852,128.000,809.000,2.281
536.643,381.000,389.237,128.000,809.000,2.286
537.204,392.000,397.822,129.000,810.000,2.292
541.179,397.000,404.620,128.000,809.000,2.297
541.927,401.000,411.280,128.000,809.000,2.302
541.839,411.000,418.888,128.000,810.000,2.308
540.327,416.000,426.048,128.000,809.000,2.314
533.552,417.000,431.621,129.000,810.000,2.319
533.094,427.000,437.557,128.000,810.000,2.325
530.739,431.000,442.217,128.000,809.000,2.330
519.984,432.000,446.534,129.000,810.000,2.335
516.226,440.000,450.812,128.000,810.000,2.341
512.848,442.000,454.002,128.000,809.000,2.346
498.311,442.000,456.872,129.000,810.000,2.351
489.661,448.000,459.673,128.000,810.000,2.358
480.273,448.000,461.136,128.000,810.000,2.363
475.663,447.000,462.069,128.000,809.000,2.368
457.316,452.000,462.861,128.000,810.000,2.374
452.190,450.000,462.590,128.000,809.000,2.379
440.569,448.000,462.083,128.000,809.000,2.384
418.883,451.000,460.830,128.000,810.000,2.390
410.532,448.000,458.387,128.000,809.000,2.396
397.219,444.000,456.053,128.000,809.000,2.401
372.750,445.000,452.627,128.000,810.000,2.407
358.378,440.000,448.732,128.000,810.000,2.412
343.721,433.000,444.325,128.000,810.000,2.417
325.823,434.000,438.466,128.000,810.000,2.423
310.706,426.000,432.973,128.000,810.000,2.428
295.458,422.000,427.009,128.000,810.000,2.433
273.983,417.000,418.116,128.000,810.000,2.440
267.553,407.000,411.087,128.000,809.000,2.445
241.384,400.000,404.086,129.000,810.000,2.450
225.016,395.000,394.611,128.000,810.000,2.456
209.941,385.000,386.340,128.000,810.000,2.461
195.060,377.000,377.737,128.000,810.000,2.466
177.526,370.000,367.098,128.000,810.000,2.472
163.240,360.000,357.853,128.000,810.000,2.477
146.555,351.000,346.520,128.000,810.000,2.483
130.444,343.000,334.875,128.000,810.000,2.489
110.005,333.000,324.904,128.000,811.000,2.494
105.074,322.000,314.423,128.000,810.000,2.499
90.856,313.000,302.232,128.000,810.000,2.505
79.645,303.000,291.924,128.000,810.000,2.510
68.173,293.000,281.570,129.000,810.000,2.515
59.106,284.000,271.163,128.000,810.000,2.520
46.341,273.000,256.826,128.000,810.000,2.527
43.037,263.000,246.561,128.000,809.000,2.532
30.590,253.000,236.635,128.000,810.000,2.537
22.619,244.000,224.636,128.000,810.000,2.543
16.858,234.000,214.783,128.000,810.000,2.548
9.155,225.000,205.130,130.000,811.000,2.553
7.664,215.000,195.572,129.000,810.000,2.558
4.023,207.000,184.629,128.000,810.000,2.564
1.472,199.000,174.112,128.000,810.000,2.570
0.305,191.000,165.692,128.000,810.000,2.575
0.014,182.000,157.626,128.000,810.000,2.580
0.601,174.000,149.939,128.000,810.000,2.585
2.460,167.000,141.242,128.000,810.000,2.591
4.965,160.000,134.474,128.000,810.000,2.596
8.332,154.000,128.158,128.000,810.000,2.601
12.549,148.000,122.314,128.000,810.000,2.606
19.854,143.000,114.893,128.000,810.000,2.613
26.943,137.000,110.258,129.000,810.000,2.618
33.039,133.000,106.194,128.000,810.000,2.623
40.797,129.000,102.627,128.000,810.000,2.628
51.086,126.000,99.026,128.000,810.000,2.634
60.446,123.000,96.688,128.000,810.000,2.639
70.485,121.000,94.920,128.000,810.000,2.644
81.171,119.000,93.729,128.000,810.000,2.649
97.155,119.000,92.880,128.000,810.000,2.656
109.249,118.000,93.088,128.000,810.000,2.661
113.749,118.000,93.876,128.000,809.000,2.666
134.964,118.000,94.846,128.000,810.000,2.671
151.254,121.000,97.182,128.000,810.000,2.677
165.257,122.000,99.819,128.000,810.000,2.682
179.598,123.000,103.010,128.000,810.000,2.687
194.233,128.000,106.746,128.000,810.000,2.692
215.124,131.000,112.660,128.000,810.000,2.699
220.494,134.000,117.658,128.000,809.000,2.704
245.540,139.000,122.673,128.000,810.000,2.709
263.968,145.000,129.828,128.000,810.000,2.715
269.419,149.000,136.370,128.000,809.000,2.720
294.702,153.000,142.859,128.000,810.000,2.725
313.018,165.000,151.702,128.000,810.000,2.731
321.413,169.000,161.096,128.000,809.000,2.737
349.185,174.000,168.915,129.000,810.000,2.742
363.562,186.000,179.413,128.000,810.000,2.748
368.669,192.000,188.394,128.000,809.000,2.753
391.797,198.000,197.186,128.000,810.000,2.758
408.015,211.000,208.519,128.000,810.000,2.764
412.733,218.000,218.249,128.000,809.000,2.769
425.617,226.000,227.734,128.000,809.000,2.774
450.296,237.000,241.113,128.000,810.000,2.781
461.536,246.000,251.314,128.000,810.000,2.786
465.519,253.000,261.567,128.000,809.000,2.791
484.086,266.000,273.444,128.000,810.000,2.797
487.633,275.000,283.717,128.000,809.000,2.802
506.129,282.000,293.663,129.000,810.000,2.807
510.972,295.000,306.035,128.000,810.000,2.813
513.825,304.000,316.030,128.000,809.000,2.818
521.678,311.000,327.549,128.000,809.000,2.824
531.061,323.000,338.854,128.000,810.000,2.830
533.129,332.000,348.228,128.000,809.000,2.835
542.024,338.000,357.246,129.000,809.000,2.840
541.422,350.000,368.006,128.000,810.000,2.846
542.913,357.000,376.464,128.000,810.000,2.851
543.993,363.000,384.582,128.000,809.000,2.856
543.249,375.000,393.865,128.000,810.000,2.862
543.608,380.000,402.565,128.000,809.000,2.868
542.040,385.000,409.444,128.000,809.000,2.873
535.907,396.000,417.165,128.000,810.000,2.879
535.739,400.000,422.956,128.000,809.000,2.884
531.608,405.000,428.457,128.000,809.000,2.889
520.645,413.000,434.464,128.000,810.000,2.895
514.312,415.000,438.667,128.000,810.000,2.900
513.336,419.000,442.356,128.000,809.000,2.905
496.301,425.000,447.155,128.000,810.000,2.912
487.697,425.000,449.552,128.000,810.000,2.917
476.585,428.000,451.773,128.000,810.000,2.923
466.711,433.000,452.983,128.000,810.000,2.928
456.319,430.000,453.653,128.000,810.000,2.933
443.218,433.000,453.808,128.000,810.000,2.939
431.827,435.000,453.292,128.000,810.000,2.944
429.726,431.000,452.245,128.000,809.000,2.949
410.061,432.000,450.722,129.000,810.000,2.956
390.462,429.000,448.739,128.000,810.000,2.961
388.182,427.000,445.897,128.000,809.000,2.966
362.156,427.000,442.536,128.000,810.000,2.972
349.056,422.000,438.616,128.000,810.000,2.977
346.743,418.000,434.248,128.000,809.000,2.982
320.032,417.000,429.152,128.000,810.000,2.988
304.231,410.000,422.797,128.000,810.000,2.994
291.158,404.000,417.015,128.000,810.000,2.999
275.658,402.000,409.685,128.000,810.000,3.005
